2004_2,9,Dhaf_0696,Feb-12,"Kim, BMC Microbio",Aug-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_2,9,AY349165,Aug-04,"Thibodeau, AEM",Aug-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_2,46,ACT3-rdh01-1,2012,"ST, this volume",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_2,46,ACT3-rdh02-1,2012,"ST, this volume",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_4,3,AY013363,Nov-00,NCBI direct submission,Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_4,3,AY013361,Nov-00,NCBI direct submission,Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_1,45,Dhaf_0693,Feb-12,"Kim, BMC Microbio",Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_1,45,ACT3-rdh07,2012,"ST, this volume",Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_2,42,AnaeK_0341,Aug-08,NCBI direct submission,Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_2,42,A2cp1_0353,Jan-09,NCBI direct submission,Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_2,44,CD196_1838 ,Sep-09,"Stabler, Genome Biol",Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_2,44,CD1958 ,Aug-11,"Monot, J Med Microbiol",Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_3,43,AnaeK_0343,Aug-08,NCBI direct submission,Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_3,43,A2cp1_0355,Jan-09,NCBI direct submission,Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_1,41,Glov_2870,May-08,NCBI direct submission,May-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008_1,41,Glov_2872,May-08,NCBI direct submission,May-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_2,1,AY013367,Aug-00,NCBI direct submission,Aug-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_2,1,AF022812,Aug-00,NCBI direct submission,Aug-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,47,cbdb_A243,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,47,JNA_RD14,Mar-14,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,48,DET_0173,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,48,dcmb_120,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,48,JNA_RD15,Mar-14,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_5,49,dcmb_1366,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,49,JNA_RD16,Mar-14,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,50,dcmb_1370,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,50,JNA_RD17,Mar-14,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,51,dcmb_1434,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,51,11a5_1402,Mar-15,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-5,51,JNA_RD18,Mar-14,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,52,dcmb_1428,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,52,11a5_1395,Mar-15,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,53,dcmb_1430,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,53,11a5_1397,Mar-15,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,54,dcmb_1436,Jun-13,Poritz FEMS Microbiol lett,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,54,11a5_1404,Mar-15,NCBI direct submission,Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,55,cbdbA1546,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-3,55,11a5_1424,Mar-15,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
